series,frequency,frequency_cpd,de,beta,gauge_id,obs_tau_days
observed,1.808449074074073e-07,0.01562499999999999,0.14640033439001152,0.5162385626684951,10002,9.369621400960744
observed,2.2605613425925903e-07,0.01953124999999998,0.18300041798751435,0.5373509124761214,10002,9.369621400960744
observed,2.71267361111111e-07,0.02343749999999999,0.21960050158501734,0.7164179684822956,10002,9.369621400960744
observed,3.1647858796296274e-07,0.02734374999999998,0.25620058518252015,0.7926049937369061,10002,9.369621400960744
observed,3.6168981481481464e-07,0.031249999999999986,0.2928006687800231,0.8037813793442241,10002,9.369621400960744
observed,4.0690104166666664e-07,0.03515625,0.32940075237752614,0.7744330653435545,10002,9.369621400960744
observed,4.5211226851851817e-07,0.03906249999999997,0.36600083597502875,0.7004003296428696,10002,9.369621400960744
observed,4.973234953703703e-07,0.04296874999999999,0.4026009195725319,0.6687406518703773,10002,9.369621400960744
observed,5.425347222222221e-07,0.04687499999999999,0.43920100317003474,0.6932783298679419,10002,9.369621400960744
observed,5.877459490740738e-07,0.05078124999999998,0.4758010867675375,0.7607330874902741,10002,9.369621400960744
observed,6.329571759259256e-07,0.05468749999999997,0.5124011703650404,0.7503204199101876,10002,9.369621400960744
observed,6.781684027777774e-07,0.058593749999999965,0.5490012539625433,0.7674856016324964,10002,9.369621400960744
observed,7.233796296296294e-07,0.06249999999999998,0.5856013375600463,0.7910539721674557,10002,9.369621400960744
observed,7.685908564814812e-07,0.06640624999999997,0.6222014211575492,0.829829080697283,10002,9.369621400960744
observed,8.138020833333334e-07,0.0703125,0.6588015047550523,0.8439037005800818,10002,9.369621400960744
observed,8.59013310185186e-07,0.07421875000000007,0.6954015883525558,0.8384218340605156,10002,9.369621400960744
observed,9.042245370370364e-07,0.07812499999999994,0.7320016719500576,0.8677639096477728,10002,9.369621400960744
observed,9.494357638888886e-07,0.08203124999999999,0.7686017555475608,0.8553451375448807,10002,9.369621400960744
observed,9.946469907407409e-07,0.08593750000000001,0.8052018391450639,0.8841938023819329,10002,9.369621400960744
observed,1.0398582175925922e-06,0.08984374999999997,0.8418019227425665,0.8956775955937735,10002,9.369621400960744
observed,1.0850694444444444e-06,0.09375,0.8784020063400697,0.8942405223735904,10002,9.369621400960744
observed,1.1302806712962973e-06,0.09765625000000008,0.9150020899375734,0.8783429730859892,10002,9.369621400960744
observed,1.1754918981481478e-06,0.10156249999999997,0.9516021735350753,0.94920939573845,10002,9.369621400960744
observed,1.2207031250000004e-06,0.10546875000000004,0.9882022571325788,0.9620631896414235,10002,9.369621400960744
observed,1.2659143518518514e-06,0.10937499999999996,1.024802340730081,1.001778278326545,10002,9.369621400960744
observed,1.311125578703704e-06,0.11328125000000003,1.0614024243275846,1.0303346773982285,10002,9.369621400960744
observed,1.356336805555555e-06,0.11718749999999994,1.0980025079250866,1.0650673027559987,10002,9.369621400960744
observed,1.4015480324074076e-06,0.12109375000000001,1.1346025915225901,1.0861614794654855,10002,9.369621400960744
observed,1.446759259259259e-06,0.12499999999999997,1.1712026751200928,1.0903470802106812,10002,9.369621400960744
observed,1.4919704861111116e-06,0.12890625000000006,1.2078027587175963,1.1053094330038458,10002,9.369621400960744
observed,1.5371817129629626e-06,0.13281249999999997,1.2444028423150983,1.1192905759991036,10002,9.369621400960744
observed,1.5823929398148137e-06,0.13671874999999992,1.2810029259126008,1.1387518456075407,10002,9.369621400960744
observed,1.627604166666667e-06,0.14062500000000003,1.3176030095101048,1.1517200572365427,10002,9.369621400960744
observed,1.672815393518517e-06,0.1445312499999999,1.3542030931076063,1.1826889830623246,10002,9.369621400960744
observed,1.7180266203703689e-06,0.14843749999999986,1.3908031767051092,1.1883673945234794,10002,9.369621400960744
observed,1.7632378472222221e-06,0.15234375,1.4274032603026132,1.2015574707452426,10002,9.369621400960744
observed,1.808449074074073e-06,0.15624999999999992,1.4640033439001154,1.2301667497865505,10002,9.369621400960744
observed,1.8536603009259242e-06,0.16015624999999986,1.5006034274976177,1.2555201937773701,10002,9.369621400960744
observed,1.8988715277777775e-06,0.16406249999999997,1.5372035110951217,1.2675079517396497,10002,9.369621400960744
observed,1.9440827546296306e-06,0.16796875000000008,1.5738035946926257,1.316339264185694,10002,9.369621400960744
observed,1.9892939814814817e-06,0.17187500000000003,1.6104036782901279,1.31926635419257,10002,9.369621400960744
observed,2.034505208333333e-06,0.17578124999999997,1.6470037618876303,1.3156129981948823,10002,9.369621400960744
observed,2.0797164351851845e-06,0.17968749999999994,1.683603845485133,1.3501820484232938,10002,9.369621400960744
observed,2.1249276620370377e-06,0.18359375000000006,1.720203929082637,1.3501820484232938,10002,9.369621400960744
observed,2.170138888888889e-06,0.1875,1.7568040126801394,1.3610080192755862,10002,9.369621400960744
observed,2.21535011574074e-06,0.19140624999999994,1.7934040962776416,1.3610080192755862,10002,9.369621400960744
observed,2.2605613425925903e-06,0.1953124999999998,1.8300041798751434,1.3610080192755862,10002,9.369621400960744
observed,2.3057725694444445e-06,0.19921875,1.866604263472648,1.3877195655336985,10002,9.369621400960744
observed,2.350983796296296e-06,0.20312499999999997,1.9032043470701507,1.3877195655336985,10002,9.369621400960744
observed,2.3961950231481468e-06,0.2070312499999999,1.9398044306676527,1.3877195655336985,10002,9.369621400960744
observed,2.441406250000001e-06,0.21093750000000008,1.9764045142651576,1.4191316747771587,10002,9.369621400960744
observed,2.486617476851851e-06,0.21484374999999994,2.0130045978626594,1.4191316747771587,10002,9.369621400960744
observed,2.531828703703703e-06,0.21874999999999994,2.049604681460162,1.4191316747771587,10002,9.369621400960744
observed,2.577039930555554e-06,0.22265624999999986,2.0862047650576643,1.4514535520619307,10002,9.369621400960744
observed,2.622251157407408e-06,0.22656250000000006,2.122804848655169,1.4514535520619307,10002,9.369621400960744
observed,2.66746238425926e-06,0.23046875000000006,2.159404932252672,1.4514535520619307,10002,9.369621400960744
