archive,forcing_product,gauge_id_str,tau_acf_p_days,n_precip_beta_rows,precip_missing_after_processing
CAMELS-GB v2,CEH-GEAR,10002,2.3481669273990295,125,0.0
CAMELS-GB v2,CEH-GEAR,10003,1.8864685603265412,125,0.0
CAMELS-GB v2,CEH-GEAR,1001,5.31630965451869,125,0.0
CAMELS-GB v2,CEH-GEAR,101002,3.132231206329948,125,0.0
CAMELS-GB v2,CEH-GEAR,101005,3.1066645754771853,125,0.0
CAMELS-GB v2,CEH-GEAR,102001,2.153334093089651,125,0.0
CAMELS-GB v2,CEH-GEAR,106001,5.278703691609512,125,0.0
CAMELS-GB v2,CEH-GEAR,107001,7.623829505137089,125,0.0
CAMELS-GB v2,CEH-GEAR,11001,2.0128588304225055,125,0.0
CAMELS-GB v2,CEH-GEAR,11003,1.8587214984371148,125,0.0
CAMELS-GB v2,CEH-GEAR,11004,1.834687299575155,125,0.0
CAMELS-GB v2,CEH-GEAR,12001,2.962967331839043,125,0.0
CAMELS-GB v2,CEH-GEAR,12002,2.3711639873005916,125,0.0
CAMELS-GB v2,CEH-GEAR,12005,3.823037153652948,125,0.0
CAMELS-GB v2,CEH-GEAR,12006,2.1302042310338147,125,0.0
CAMELS-GB v2,CEH-GEAR,12007,2.8364902077595944,125,0.0
CAMELS-GB v2,CEH-GEAR,12008,2.2092701311087706,125,0.0
CAMELS-GB v2,CEH-GEAR,12009,2.2335895392458367,125,0.0
CAMELS-GB v2,CEH-GEAR,13001,1.8924608647857342,125,0.0
CAMELS-GB v2,CEH-GEAR,13004,2.41343462619936,125,0.0
CAMELS-GB v2,CEH-GEAR,13005,2.0527262871355503,125,0.0
CAMELS-GB v2,CEH-GEAR,13007,2.310246552092744,125,0.0
CAMELS-GB v2,CEH-GEAR,13008,2.3641996505659018,125,0.0
CAMELS-GB v2,CEH-GEAR,14001,1.7984574142513,125,0.0
CAMELS-GB v2,CEH-GEAR,14002,2.0230392316051353,125,0.0
CAMELS-GB v2,CEH-GEAR,14005,1.7200441852881398,125,0.0
CAMELS-GB v2,CEH-GEAR,15006,4.778370158427579,125,0.0
CAMELS-GB v2,CEH-GEAR,15007,4.97430670183303,125,0.0
CAMELS-GB v2,CEH-GEAR,15010,2.3884152720165903,125,0.0
CAMELS-GB v2,CEH-GEAR,15011,5.035621748771303,125,0.0
CAMELS-GB v2,CEH-GEAR,15012,5.108676515491379,125,0.0
CAMELS-GB v2,CEH-GEAR,15013,2.6615682522740802,125,0.0
CAMELS-GB v2,CEH-GEAR,15014,2.85474992752511,125,0.0
CAMELS-GB v2,CEH-GEAR,15016,4.976426338944276,125,0.0
CAMELS-GB v2,CEH-GEAR,15021,2.2114650266193596,125,0.0
CAMELS-GB v2,CEH-GEAR,15023,2.625547171324886,125,0.0
CAMELS-GB v2,CEH-GEAR,15024,5.078015522546755,125,0.0
CAMELS-GB v2,CEH-GEAR,15025,2.569304177186333,125,0.0
CAMELS-GB v2,CEH-GEAR,15030,1.9954633846121872,125,0.0
CAMELS-GB v2,CEH-GEAR,15039,3.9145679708720738,125,0.0
CAMELS-GB v2,CEH-GEAR,16001,3.013145082030521,125,0.0
CAMELS-GB v2,CEH-GEAR,16003,3.529220698664077,125,0.0
CAMELS-GB v2,CEH-GEAR,16004,2.9393997838450847,125,0.0
CAMELS-GB v2,CEH-GEAR,17001,2.773559885100149,125,0.0
CAMELS-GB v2,CEH-GEAR,17003,2.525840907287484,125,0.0
CAMELS-GB v2,CEH-GEAR,17004,1.9637889330007379,125,0.0
CAMELS-GB v2,CEH-GEAR,17005,2.3389938755097988,125,0.0
CAMELS-GB v2,CEH-GEAR,17015,2.3576569337839746,125,0.0
CAMELS-GB v2,CEH-GEAR,17018,2.137192976936782,125,0.0
CAMELS-GB v2,CEH-GEAR,18001,4.058569912799767,125,0.0
CAMELS-GB v2,CEH-GEAR,18002,3.108908995337081,125,0.0
CAMELS-GB v2,CEH-GEAR,18003,4.666704108027472,125,0.0
CAMELS-GB v2,CEH-GEAR,18008,4.713878847145764,125,0.0
CAMELS-GB v2,CEH-GEAR,18010,4.534968649733573,125,0.0
CAMELS-GB v2,CEH-GEAR,18011,4.651469717152828,125,0.0
CAMELS-GB v2,CEH-GEAR,18014,2.7419895674563786,125,0.0
CAMELS-GB v2,CEH-GEAR,18017,4.885106992039337,125,0.0
CAMELS-GB v2,CEH-GEAR,18018,4.688559199944652,125,0.0
CAMELS-GB v2,CEH-GEAR,19001,2.17817904641333,125,0.0
CAMELS-GB v2,CEH-GEAR,19006,1.9925613242040432,125,0.0
CAMELS-GB v2,CEH-GEAR,19010,1.8635215918580281,125,0.0
CAMELS-GB v2,CEH-GEAR,19017,1.8572238892132271,125,0.0
CAMELS-GB v2,CEH-GEAR,19020,2.365018754108535,125,0.0
CAMELS-GB v2,CEH-GEAR,20002,1.704707478436287,125,0.0
CAMELS-GB v2,CEH-GEAR,20003,1.9058524949724058,125,0.0
CAMELS-GB v2,CEH-GEAR,20007,1.7651869490791778,125,0.0
CAMELS-GB v2,CEH-GEAR,2001,5.48157023553344,125,0.0
CAMELS-GB v2,CEH-GEAR,2002,4.410471162288832,125,0.0
CAMELS-GB v2,CEH-GEAR,21003,2.64425174312054,125,0.0
CAMELS-GB v2,CEH-GEAR,21006,2.6261620525991773,125,0.0
CAMELS-GB v2,CEH-GEAR,21008,2.3284939870747414,125,0.0
CAMELS-GB v2,CEH-GEAR,21009,2.3517495711055822,125,0.0
CAMELS-GB v2,CEH-GEAR,21011,2.656463738009833,125,0.0
CAMELS-GB v2,CEH-GEAR,21012,2.6249889381445293,125,0.0
CAMELS-GB v2,CEH-GEAR,21013,2.556616784548984,125,0.0
CAMELS-GB v2,CEH-GEAR,21015,2.0296007753265983,125,0.0
CAMELS-GB v2,CEH-GEAR,21016,1.9824852583901853,125,0.0
CAMELS-GB v2,CEH-GEAR,21017,2.85260697329091,125,0.0
CAMELS-GB v2,CEH-GEAR,21018,2.317247795828341,125,0.0
CAMELS-GB v2,CEH-GEAR,21022,1.9146243918916055,125,0.0
CAMELS-GB v2,CEH-GEAR,21023,1.8007963738432755,125,0.0
CAMELS-GB v2,CEH-GEAR,21024,2.104285825214441,125,0.0
CAMELS-GB v2,CEH-GEAR,21026,2.831545742623784,125,0.0
CAMELS-GB v2,CEH-GEAR,21027,1.8847445633888678,125,0.0
CAMELS-GB v2,CEH-GEAR,22001,1.8800699112997565,125,0.0
CAMELS-GB v2,CEH-GEAR,22006,1.515440130960517,125,0.0
CAMELS-GB v2,CEH-GEAR,22007,1.5291944631886367,125,0.0
CAMELS-GB v2,CEH-GEAR,22009,2.1502761097739986,125,0.0
CAMELS-GB v2,CEH-GEAR,23001,2.535989546050907,125,0.0
CAMELS-GB v2,CEH-GEAR,23004,3.223563501393881,125,0.0
CAMELS-GB v2,CEH-GEAR,23006,2.552386134471324,125,0.0
CAMELS-GB v2,CEH-GEAR,23007,1.5647767699141537,125,0.0
CAMELS-GB v2,CEH-GEAR,23008,2.326242418851134,125,0.0
CAMELS-GB v2,CEH-GEAR,23011,2.6211168901145574,125,0.0
CAMELS-GB v2,CEH-GEAR,23016,1.467534600858901,125,0.0
CAMELS-GB v2,CEH-GEAR,24001,1.7410459604329165,125,0.0
CAMELS-GB v2,CEH-GEAR,24003,1.9597265577724992,125,0.0
CAMELS-GB v2,CEH-GEAR,24004,1.6832703910577125,125,0.0
CAMELS-GB v2,CEH-GEAR,24005,1.5018349983449277,125,0.0
CAMELS-GB v2,CEH-GEAR,25001,1.9742625135039313,125,0.0
CAMELS-GB v2,CEH-GEAR,25003,2.762415766678086,125,0.0
CAMELS-GB v2,CEH-GEAR,25006,1.9091248766197666,125,0.0
CAMELS-GB v2,CEH-GEAR,25012,3.375045532710267,125,0.0
CAMELS-GB v2,CEH-GEAR,25020,1.4352521113493335,125,0.0
CAMELS-GB v2,CEH-GEAR,25021,1.4315734883988778,125,0.0
CAMELS-GB v2,CEH-GEAR,25029,1.6634464378027516,125,0.0
CAMELS-GB v2,CEH-GEAR,26003,1.3198940256382874,125,0.0
CAMELS-GB v2,CEH-GEAR,26005,1.538337808562517,125,0.0
CAMELS-GB v2,CEH-GEAR,26006,1.263456948532786,125,0.0
CAMELS-GB v2,CEH-GEAR,26008,1.3887571065379758,125,0.0
CAMELS-GB v2,CEH-GEAR,26009,1.4448850455103914,125,0.0
CAMELS-GB v2,CEH-GEAR,27001,1.7925624046781954,125,0.0
CAMELS-GB v2,CEH-GEAR,27002,2.018352120398835,125,0.0
CAMELS-GB v2,CEH-GEAR,27003,3.952015751040083,125,0.0
CAMELS-GB v2,CEH-GEAR,27006,1.5020501203744812,125,0.0
CAMELS-GB v2,CEH-GEAR,27007,2.0285516128935015,125,0.0
CAMELS-GB v2,CEH-GEAR,27009,1.8349123250319253,125,0.0
CAMELS-GB v2,CEH-GEAR,27021,1.4228914576913418,125,0.0
CAMELS-GB v2,CEH-GEAR,27023,1.4096543895428078,125,0.0
CAMELS-GB v2,CEH-GEAR,27025,1.3377252115096139,125,0.0
CAMELS-GB v2,CEH-GEAR,27026,1.3787320707397444,125,0.0
CAMELS-GB v2,CEH-GEAR,27029,3.9277907392314915,125,0.0
CAMELS-GB v2,CEH-GEAR,27030,1.3738819093670078,125,0.0
CAMELS-GB v2,CEH-GEAR,27032,2.0281639305596695,125,0.0
CAMELS-GB v2,CEH-GEAR,27034,2.205937779579219,125,0.0
CAMELS-GB v2,CEH-GEAR,27035,3.853262934033059,125,0.0
CAMELS-GB v2,CEH-GEAR,27038,1.4844505596832167,125,0.0
CAMELS-GB v2,CEH-GEAR,27041,1.5912202230692276,125,0.0
CAMELS-GB v2,CEH-GEAR,27042,1.5711057285546657,125,0.0
CAMELS-GB v2,CEH-GEAR,27043,2.1149467702324194,125,0.0
CAMELS-GB v2,CEH-GEAR,27047,2.9457299312930663,125,0.0
CAMELS-GB v2,CEH-GEAR,27049,1.5406159094535452,125,0.0
CAMELS-GB v2,CEH-GEAR,27051,1.4484018210754412,125,0.0
CAMELS-GB v2,CEH-GEAR,27062,1.7822631060065433,125,0.0
CAMELS-GB v2,CEH-GEAR,27064,1.271412222660568,125,0.0
CAMELS-GB v2,CEH-GEAR,27065,3.2622566743804504,125,0.0
CAMELS-GB v2,CEH-GEAR,27071,1.7209783160067766,125,0.0
CAMELS-GB v2,CEH-GEAR,27073,1.510097068087406,125,0.0
CAMELS-GB v2,CEH-GEAR,27077,2.2516827221349502,125,0.0
CAMELS-GB v2,CEH-GEAR,27079,3.905192742086546,125,0.0
CAMELS-GB v2,CEH-GEAR,27080,3.694137824884074,125,0.0
CAMELS-GB v2,CEH-GEAR,27084,3.581743808161793,125,0.0
CAMELS-GB v2,CEH-GEAR,27087,1.5561353309713455,125,0.0
CAMELS-GB v2,CEH-GEAR,27089,2.001882571043629,125,0.0
CAMELS-GB v2,CEH-GEAR,27090,1.9703802183005141,125,0.0
CAMELS-GB v2,CEH-GEAR,28001,2.9759176744147364,125,0.0
CAMELS-GB v2,CEH-GEAR,28003,1.2683496182732965,125,0.0
CAMELS-GB v2,CEH-GEAR,28008,2.1873598080740635,125,0.0
CAMELS-GB v2,CEH-GEAR,28009,1.5978424500566548,125,0.0
CAMELS-GB v2,CEH-GEAR,28012,1.4959113507152537,125,0.0
CAMELS-GB v2,CEH-GEAR,28015,1.4340418202622407,125,0.0
CAMELS-GB v2,CEH-GEAR,28018,1.6292318107748691,125,0.0
CAMELS-GB v2,CEH-GEAR,28022,1.594707454649582,125,0.0
CAMELS-GB v2,CEH-GEAR,28023,2.9522353862362847,125,0.0
CAMELS-GB v2,CEH-GEAR,28024,1.3147105798519596,125,0.0
CAMELS-GB v2,CEH-GEAR,28026,1.3092413887661003,125,0.0
CAMELS-GB v2,CEH-GEAR,28031,1.6617368410076099,125,0.0
CAMELS-GB v2,CEH-GEAR,28033,2.9416766570215267,125,0.0
CAMELS-GB v2,CEH-GEAR,28039,1.2612203984730648,125,0.0
CAMELS-GB v2,CEH-GEAR,28040,1.5628669977963068,125,0.0
CAMELS-GB v2,CEH-GEAR,28043,2.880111406388496,125,0.0
CAMELS-GB v2,CEH-GEAR,28044,1.2455222020690124,125,0.0
CAMELS-GB v2,CEH-GEAR,28046,2.2452918676880733,125,0.0
CAMELS-GB v2,CEH-GEAR,28048,1.351177771456166,125,0.0
CAMELS-GB v2,CEH-GEAR,28050,1.773493237924213,125,0.0
CAMELS-GB v2,CEH-GEAR,28052,1.501450329847814,125,0.0
CAMELS-GB v2,CEH-GEAR,28055,1.3599482763194664,125,0.0
CAMELS-GB v2,CEH-GEAR,28056,1.322891615989116,125,0.0
CAMELS-GB v2,CEH-GEAR,28060,1.3886065967117371,125,0.0
CAMELS-GB v2,CEH-GEAR,28066,1.4572591497357363,125,0.0
CAMELS-GB v2,CEH-GEAR,28067,2.812943301814588,125,0.0
CAMELS-GB v2,CEH-GEAR,28072,1.392488378778806,125,0.0
CAMELS-GB v2,CEH-GEAR,28074,1.3671595271106458,125,0.0
CAMELS-GB v2,CEH-GEAR,28080,1.4278670320379732,125,0.0
CAMELS-GB v2,CEH-GEAR,28081,1.3778699013522784,125,0.0
CAMELS-GB v2,CEH-GEAR,28082,1.2967398144189353,125,0.0
CAMELS-GB v2,CEH-GEAR,28085,2.8237156697675916,125,0.0
CAMELS-GB v2,CEH-GEAR,28091,1.2634959962718588,125,0.0
CAMELS-GB v2,CEH-GEAR,28093,1.3565992002124538,125,0.0
CAMELS-GB v2,CEH-GEAR,28115,1.2517905595292746,125,0.0
CAMELS-GB v2,CEH-GEAR,28116,1.4162314832418266,125,0.0
CAMELS-GB v2,CEH-GEAR,28117,2.881467972754115,125,0.0
CAMELS-GB v2,CEH-GEAR,29002,1.9269502649710568,125,0.0
CAMELS-GB v2,CEH-GEAR,29003,1.3409961105172092,125,0.0
CAMELS-GB v2,CEH-GEAR,29005,1.4078490646502664,125,0.0
CAMELS-GB v2,CEH-GEAR,29009,1.9877465422180423,125,0.0
CAMELS-GB v2,CEH-GEAR,30001,1.3466898781136873,125,0.0
CAMELS-GB v2,CEH-GEAR,30004,1.8856680618520503,125,0.0
CAMELS-GB v2,CEH-GEAR,30005,1.3273500677897265,125,0.0
CAMELS-GB v2,CEH-GEAR,30011,1.4028264546320677,125,0.0
CAMELS-GB v2,CEH-GEAR,30012,1.9151146943141224,125,0.0
CAMELS-GB v2,CEH-GEAR,30014,1.3067138683186061,125,0.0
CAMELS-GB v2,CEH-GEAR,30015,1.3232727957192958,125,0.0
CAMELS-GB v2,CEH-GEAR,3003,5.632199351901331,125,0.0
CAMELS-GB v2,CEH-GEAR,31002,2.0281167930903,125,0.0
CAMELS-GB v2,CEH-GEAR,31006,1.2743436292910926,125,0.0
CAMELS-GB v2,CEH-GEAR,31010,1.2665710571907915,125,0.0
CAMELS-GB v2,CEH-GEAR,31021,1.320834620676671,125,0.0
CAMELS-GB v2,CEH-GEAR,31023,1.2992790327709152,125,0.0
CAMELS-GB v2,CEH-GEAR,31025,1.2787866540665445,125,0.0
CAMELS-GB v2,CEH-GEAR,32003,1.183124277512281,125,0.0
CAMELS-GB v2,CEH-GEAR,32004,1.2976324525258434,125,0.0
CAMELS-GB v2,CEH-GEAR,32006,1.3134369967886361,125,0.0
CAMELS-GB v2,CEH-GEAR,32008,1.2926861518953705,125,0.0
CAMELS-GB v2,CEH-GEAR,33006,1.230016480360793,125,0.0
CAMELS-GB v2,CEH-GEAR,33007,2.1768363233358983,125,0.0
CAMELS-GB v2,CEH-GEAR,33012,1.176610726048344,125,0.0
CAMELS-GB v2,CEH-GEAR,33013,1.2455424431793936,125,0.0
CAMELS-GB v2,CEH-GEAR,33014,1.2531657312637121,125,0.0
CAMELS-GB v2,CEH-GEAR,33018,1.3556429889738624,125,0.0
CAMELS-GB v2,CEH-GEAR,33019,1.244116080322978,125,0.0
CAMELS-GB v2,CEH-GEAR,33020,1.1856148216870637,125,0.0
CAMELS-GB v2,CEH-GEAR,33021,1.306052592859614,125,0.0
CAMELS-GB v2,CEH-GEAR,33022,1.4040176118927068,125,0.0
CAMELS-GB v2,CEH-GEAR,33023,1.298516264529221,125,0.0
CAMELS-GB v2,CEH-GEAR,33024,1.9718125154264514,125,0.0
CAMELS-GB v2,CEH-GEAR,33026,2.3318907422538024,125,0.0
CAMELS-GB v2,CEH-GEAR,33028,1.361457880447933,125,0.0
CAMELS-GB v2,CEH-GEAR,33029,1.9748781800275992,125,0.0
CAMELS-GB v2,CEH-GEAR,33031,2.1028862202862952,125,0.0
CAMELS-GB v2,CEH-GEAR,33032,1.8819196683264896,125,0.0
CAMELS-GB v2,CEH-GEAR,33033,1.4206838044560446,125,0.0
CAMELS-GB v2,CEH-GEAR,33034,1.2689896776604055,125,0.0
CAMELS-GB v2,CEH-GEAR,33035,1.9758487410693775,125,0.0
CAMELS-GB v2,CEH-GEAR,33039,2.3056311821803472,125,0.0
CAMELS-GB v2,CEH-GEAR,33053,1.9441341754706052,125,0.0
CAMELS-GB v2,CEH-GEAR,33054,1.9221024343456672,125,0.0
CAMELS-GB v2,CEH-GEAR,33058,2.4266670915813817,125,0.0
CAMELS-GB v2,CEH-GEAR,34002,2.2402404724881744,125,0.0
CAMELS-GB v2,CEH-GEAR,34003,2.156080724197658,125,0.0
CAMELS-GB v2,CEH-GEAR,34004,2.263543416216257,125,0.0
CAMELS-GB v2,CEH-GEAR,34005,1.5663889180717507,125,0.0
CAMELS-GB v2,CEH-GEAR,34006,2.250072030053487,125,0.0
CAMELS-GB v2,CEH-GEAR,34007,1.3405149302510915,125,0.0
CAMELS-GB v2,CEH-GEAR,34008,1.0698788245730708,125,0.0
CAMELS-GB v2,CEH-GEAR,34010,1.2415182560088571,125,0.0
CAMELS-GB v2,CEH-GEAR,34011,2.141760681023815,125,0.0
CAMELS-GB v2,CEH-GEAR,34012,2.033618234569379,125,0.0
CAMELS-GB v2,CEH-GEAR,35003,2.3821361823338023,125,0.0
CAMELS-GB v2,CEH-GEAR,35008,2.1539035327946565,125,0.0
CAMELS-GB v2,CEH-GEAR,36003,1.26846276342612,125,0.0
CAMELS-GB v2,CEH-GEAR,36006,1.341782350498267,125,0.0
CAMELS-GB v2,CEH-GEAR,36009,1.2574818840953554,125,0.0
CAMELS-GB v2,CEH-GEAR,36010,1.9140937812387138,125,0.0
CAMELS-GB v2,CEH-GEAR,36011,1.365983796754749,125,0.0
CAMELS-GB v2,CEH-GEAR,36012,1.3479819995022235,125,0.0
CAMELS-GB v2,CEH-GEAR,37001,1.9780123829052902,125,0.0
CAMELS-GB v2,CEH-GEAR,37003,2.172969712337097,125,0.0
CAMELS-GB v2,CEH-GEAR,37005,1.8920767140891113,125,0.0
CAMELS-GB v2,CEH-GEAR,37008,1.9423989443266778,125,0.0
CAMELS-GB v2,CEH-GEAR,37009,2.2188413213950042,125,0.0
