axis,bin,n_gauges,coord_median,beta_median,beta_iqr,beta_variance
frequency_cpd,0,560,0.023437499999999986,0.48026971299915877,0.40312153633725667,0.12219719820780368
frequency_cpd,1,560,0.027343749999999976,0.4812968082936294,0.3953577244165499,0.12340915774452553
frequency_cpd,2,560,0.03124999999999998,0.5096262153141102,0.4039877440748679,0.1271338513966996
frequency_cpd,3,560,0.03515625000000001,0.5394095289051681,0.41611781323696334,0.1442675446056319
frequency_cpd,4,560,0.04096909563164652,0.5780503615871941,0.39888168537440516,0.14525522009247804
frequency_cpd,5,560,0.04687500000000001,0.6249873703228381,0.41063996359010924,0.16375485436087173
frequency_cpd,6,560,0.05269819360637513,0.6542318733266977,0.4169567270945149,0.17408966867172998
frequency_cpd,7,560,0.06051536478449085,0.7217959821148316,0.44417001601249284,0.1968501083188224
frequency_cpd,8,560,0.06833146751771833,0.7736957552929381,0.48012026208007597,0.21900903887520423
frequency_cpd,9,560,0.07812499999999993,0.8543803156142595,0.5033874968503323,0.24437187102621905
frequency_cpd,10,560,0.08984374999999999,0.9331729516071217,0.5024195027832888,0.2662711378721809
frequency_cpd,11,560,0.10156249999999997,1.0233259864029116,0.5211021923261574,0.29641797670450476
frequency_cpd,12,560,0.11521782190431737,1.115854251445039,0.535071287118706,0.32256389478736414
frequency_cpd,13,560,0.13084479862847057,1.2064555799905707,0.5808865071690377,0.3591240728205259
frequency_cpd,14,560,0.14843749999999986,1.3221888401191073,0.6434096695196703,0.4015974225876334
frequency_cpd,15,560,0.16796875000000008,1.4254326595231661,0.7183489808395842,0.4566127214585516
frequency_cpd,16,560,0.18944305707784592,1.4864881589238739,0.7624634200117686,0.488561814829473
frequency_cpd,17,560,0.21484374999999994,1.509499996638275,0.7794264536211597,0.5110256855037512
frequency_cpd,18,560,0.24413281237499604,1.5526656012380216,0.8160983710866849,0.5367916796904564
frequency_cpd,19,560,0.2773437499999999,1.6168214894527484,0.8670330577311327,0.5714612409811146
frequency_cpd,20,560,0.3164062500000002,1.664988751510553,0.886048563485665,0.5987187818830098
frequency_cpd,21,560,0.35937499999999994,1.7157215584508698,0.9185682645565605,0.6350973358715281
frequency_cpd,22,560,0.40624999999999994,1.765263729695211,0.9758382587742738,0.6754109451265139
frequency_cpd,23,560,0.4628865044647824,1.819595526547248,1.0382982215624585,0.732879825489288
de_eval,0,337,0.1580010072777409,0.4483070114053284,0.22557291135672608,0.03919846520943552
de_eval,1,377,0.19573120507082534,0.49235369350705743,0.24765734142905738,0.04389692323028914
de_eval,2,416,0.2422709699589737,0.5540477682330858,0.27800586081039835,0.05920983749655969
de_eval,3,458,0.2988907468291787,0.632404282553501,0.3343214883812233,0.0879864175050961
de_eval,4,478,0.3698973420302024,0.7035856070147244,0.3861790564241495,0.09608088969727267
de_eval,5,508,0.45712613247655937,0.7949150282751462,0.43116111751653674,0.11717550924607513
de_eval,6,515,0.5660903340816363,0.882269399889347,0.4738147980008245,0.14524913337634182
de_eval,7,529,0.6994530941890674,0.9845105077537406,0.5048263319965782,0.18125024185349364
de_eval,8,535,0.8660222946309456,1.0812507173342758,0.5523381575092795,0.23399456533725063
de_eval,9,536,1.0710587341982463,1.1716063246910904,0.5803170393082155,0.286032354750186
de_eval,10,535,1.3219582404086216,1.2629622841470072,0.5854252677105467,0.33915836488017
de_eval,11,515,1.6349038050623839,1.3561670286030516,0.6328659866776651,0.39862378162175416
de_eval,12,494,2.020180112156597,1.4646798435042947,0.7302493189013612,0.467470633392442
de_eval,13,450,2.492552887143942,1.5645949089621725,0.8163515153929195,0.5578416449215552
de_eval,14,392,3.0849421375970163,1.6585927689469164,0.9270582113290005,0.6306780380801059
de_eval,15,338,3.8103404515986945,1.736134346783281,0.9719325724153638,0.7035034053276046
de_eval,16,284,4.708154492864891,1.8272852407634654,1.0837177997803034,0.7218298247384374
de_eval,17,233,5.819525085937645,1.9395006380863946,1.2090131670998476,0.7308948330823031
de_eval,18,188,7.220826077271919,2.0136951456775667,1.2875354931907785,0.7809502046156876
de_eval,19,157,8.877490701470416,2.053690156392643,1.322862096369696,0.8390767869733233
de_eval,20,116,10.9738571005234,1.9783809418379352,1.1992886143595858,0.7029272385973371
de_eval,21,82,13.565639583786853,1.810760605381474,1.0283121396600556,0.5403728718127444
de_eval,22,57,16.879353369473687,1.8992201576552148,1.0794925751301963,0.6500606083581761
de_eval,23,42,20.8849968914053,1.9989299279818658,1.0035327179645859,0.5987808492470199
