gauge_id,frequency,frequency_cpd,de,beta,tau_days
10500000,1.808449074074073e-07,0.01562499999999999,0.6118568483328819,2.1226665445900514,39.15883829330447
10500000,2.2605613425925903e-07,0.01953124999999998,0.7648210604161021,2.368722374478426,39.15883829330447
10500000,2.71267361111111e-07,0.02343749999999999,0.9177852724993231,2.7248126584253205,39.15883829330447
10500000,3.1647858796296274e-07,0.02734374999999998,1.0707494845825432,2.8850737640287973,39.15883829330447
10500000,3.6168981481481464e-07,0.031249999999999986,1.223713696665764,3.0246271357395567,39.15883829330447
10500000,4.0690104166666664e-07,0.03515625,1.376677908748985,3.313592682406428,39.15883829330447
10500000,4.5211226851851817e-07,0.03906249999999997,1.5296421208322046,3.364416379012844,39.15883829330447
10500000,4.973234953703703e-07,0.04296874999999999,1.6826063329154262,3.4220655282189982,39.15883829330447
10500000,5.425347222222221e-07,0.04687499999999999,1.8355705449986466,3.5538314030084313,39.15883829330447
10500000,5.877459490740738e-07,0.05078124999999998,1.9885347570818666,3.5964298475108563,39.15883829330447
10500000,6.329571759259256e-07,0.05468749999999997,2.1414989691650868,3.630154463890421,39.15883829330447
10500000,6.781684027777774e-07,0.058593749999999965,2.2944631812483074,3.761441204519737,39.15883829330447
10500000,7.233796296296294e-07,0.06249999999999998,2.4474273933315285,3.772518083276329,39.15883829330447
10500000,7.685908564814812e-07,0.06640624999999997,2.6003916054147487,3.8615633593168894,39.15883829330447
10500000,8.138020833333334e-07,0.0703125,2.7533558174979706,3.8536943237523915,39.15883829330447
10500000,8.59013310185186e-07,0.07421875000000007,2.9063200295811935,3.849189562134423,39.15883829330447
10500000,9.042245370370364e-07,0.07812499999999994,3.0592842416644093,3.871825263623913,39.15883829330447
10500000,9.494357638888886e-07,0.08203124999999999,3.2122484537476312,3.8586495014762687,39.15883829330447
10500000,9.946469907407409e-07,0.08593750000000001,3.365212665830853,3.8097717349511093,39.15883829330447
10500000,1.0398582175925922e-06,0.08984374999999997,3.518176877914072,3.7990748318878995,39.15883829330447
10500000,1.0850694444444444e-06,0.09375,3.6711410899972936,3.766953176135995,39.15883829330447
10500000,1.1302806712962973e-06,0.09765625000000008,3.824105302080518,3.753491799190927,39.15883829330447
