raw_weighted_beta_variance,de_weighted_beta_variance,variance_reduction_fraction,raw_n_bins,de_n_bins,draw,n_gauges
0.5718938082772161,0.48629671571281763,0.14967305350315444,24,20,0,150
0.5337772699441367,0.4581499663755533,0.14168325971710688,24,19,1,150
0.5248646970362458,0.4641247749471204,0.11572491431049874,24,20,2,150
0.5024342558012493,0.4516420365580509,0.10109226959893154,24,20,3,150
0.5567729954200681,0.5118820747052294,0.0806269720049369,24,20,4,150
0.4973467088477633,0.4152232508299714,0.16512315565142238,24,20,5,150
0.5133728380409605,0.4758931561005169,0.07300674901980918,24,21,6,150
0.5494122386947491,0.4851909020105826,0.11689098305625395,24,20,7,150
0.537037705715544,0.47218103078614365,0.12076745122204392,24,20,8,150
0.568582005268345,0.4864080488703965,0.1445243705156763,24,19,9,150
0.5760118845535509,0.5077184113504453,0.11856261135312826,24,20,10,150
0.5925676638444386,0.5351096067525863,0.09696455037569549,24,20,11,150
0.5757340677082302,0.49580007559750855,0.1388383918792704,24,20,12,150
0.5693888075896949,0.5177899424773694,0.09062149523231924,24,20,13,150
0.6362655766394725,0.526634191625918,0.1723044417907823,24,20,14,150
0.5793159734007061,0.5288798313257183,0.08706154221661988,24,20,15,150
0.5285660007540917,0.47556048832863085,0.10028172896069591,24,21,16,150
0.5402138441278594,0.5159639649735697,0.04488940707071225,24,20,17,150
0.505041786667843,0.4390041481057518,0.13075678152850162,24,21,18,150
0.5097768518223521,0.44296505022557364,0.1310608776329082,24,19,19,150
0.4557413687026903,0.4205417057562932,0.07723604957477564,24,19,20,150
0.570818620546592,0.5055301399663154,0.11437692855527239,24,20,21,150
0.60168752604348,0.5379254004314757,0.10597215805899317,24,20,22,150
0.53998141244369,0.45102021016299987,0.16474863806532813,24,20,23,150
0.619513335562383,0.5441426454666205,0.12166112619245287,24,20,24,150
0.5675995096571825,0.51183926563843,0.09823871069309154,24,21,25,150
0.5946269041410601,0.5884274647879327,0.01042576329788255,24,21,26,150
0.5063371582275241,0.44291269448267906,0.12526132580683538,24,20,27,150
0.5734289806345998,0.46543014585548653,0.1883386407495373,24,20,28,150
0.5498320635313741,0.5233997676571885,0.04807339845628582,24,21,29,150
0.5806530651622329,0.4706563207318843,0.18943625898128313,24,20,30,150
0.5736544135221425,0.540682297980036,0.05747731520038912,24,21,31,150
0.5659424530887923,0.5324509563745088,0.05917827251073698,24,20,32,150
0.4993723352072671,0.44455989795457723,0.10976266282340144,24,20,33,150
0.5882092147096879,0.5301168321722803,0.09876142890090424,24,20,34,150
0.44427667017060474,0.39512404528937234,0.11063516988717303,24,20,35,150
0.5891383038922934,0.5021246216267153,0.147696528456391,24,20,36,150
0.6044675703768931,0.5017765519757161,0.1698867291377565,24,20,37,150
0.5553972368789185,0.5137313366508572,0.07501999913108102,24,19,38,150
0.6223322245106356,0.5428613432531899,0.1276984834264959,24,20,39,150
0.5405232964252022,0.4819702133952354,0.1083266594006452,24,20,40,150
0.560326504336638,0.5211608037641354,0.06989799745216452,24,20,41,150
0.5318023361092005,0.48155159282429455,0.09449139252105018,24,20,42,150
0.4680276994025055,0.41017870035988957,0.12360165673199948,24,20,43,150
0.5743222059977561,0.536821966092675,0.06529477619611251,24,19,44,150
0.5711742692066075,0.5145633909062389,0.09911314523850001,24,19,45,150
0.5380505493257668,0.5196268701987945,0.03424153947999695,24,20,46,150
0.5446207400078761,0.450166099590586,0.173431956366414,24,19,47,150
0.5242757168332957,0.44711358782709737,0.14717852940485052,24,20,48,150
0.49416700616298764,0.4247650681510816,0.1404422738595698,24,19,49,150
0.587625899804615,0.5183515496819808,0.11788852422207363,24,20,50,150
0.6562372305724132,0.525722048610406,0.19888414719805422,24,20,51,150
0.5591703804379378,0.47162400656639625,0.1565647554560667,24,20,52,150
0.5011440613495821,0.4452370165854874,0.1115588292387161,24,20,53,150
0.47117131753535724,0.4078472966705746,0.13439701974225268,24,20,54,150
0.5624316600789337,0.5333600194518092,0.05168919655597714,24,19,55,150
0.5714358506727862,0.4779727969448977,0.16355826050789218,24,20,56,150
0.5318043503688981,0.49827857368161516,0.06304156155177557,24,20,57,150
0.5014295597784524,0.47349777955986727,0.05570429519736783,24,20,58,150
0.5730876654183317,0.5686307445022809,0.007777031656749037,24,20,59,150
0.5202916774425013,0.42240247474500076,0.18814293393789389,24,20,60,150
0.5518075593460817,0.4822783245357698,0.12600268632185355,24,21,61,150
0.5101915855153103,0.47166586279407785,0.07551226600948387,24,20,62,150
0.4937224406200701,0.4374751314927655,0.11392495965276182,24,21,63,150
0.5631554579404889,0.524716784183386,0.06825588425916482,24,21,64,150
0.5033505155673902,0.4640732557521987,0.07803162726657208,24,21,65,150
0.555766232272499,0.49239843827350666,0.11401879120990267,24,20,66,150
0.5605469358431876,0.4766317405989591,0.14970235296710946,24,20,67,150
0.5478037911610065,0.5083229746696186,0.07207109028528791,24,20,68,150
0.530543115881674,0.4749403644194509,0.10480345479522549,24,20,69,150
0.5816005190627178,0.5065977047744333,0.12895933175774288,24,20,70,150
0.6123771336307464,0.4925963191105721,0.19559975045116595,24,20,71,150
0.5884361959149581,0.46234069747660717,0.21428916051346117,24,20,72,150
0.5392293371281521,0.4539257697172215,0.15819533830492902,24,20,73,150
0.5253634663730733,0.46296092967813063,0.11877974143453118,24,20,74,150
0.5658465271181158,0.4544444951175392,0.1968767619162613,24,20,75,150
0.5834987435267638,0.508901119187094,0.12784538984401111,24,20,76,150
0.5341842014382867,0.4598112646800494,0.1392271365532503,24,20,77,150
0.47000897578512424,0.391431742664592,0.16718240963222725,24,20,78,150
0.5926069398244267,0.5232017781656646,0.11711837475161016,24,21,79,150
0.5838623523861497,0.5006163749130169,0.14257808734014124,24,20,80,150
0.5181410442493241,0.47852006763297833,0.07646755078773596,24,20,81,150
0.6383270862231579,0.5760623346975419,0.09754364630525551,24,19,82,150
0.5503124861188481,0.47124498101066026,0.14367746889739302,24,19,83,150
0.5102079550059839,0.40376888698061647,0.20861898953362867,24,21,84,150
0.5296956102219705,0.476551650640149,0.10032924297702112,24,21,85,150
0.5243225625483942,0.48055530825821,0.08347390979602272,24,20,86,150
0.5122996126840101,0.4588965918386436,0.10424177478015363,24,20,87,150
0.5524117939672997,0.5124906576672524,0.07226698766393533,24,20,88,150
0.5996316383057826,0.5098428745181933,0.14973987036654898,24,20,89,150
0.6017321794618937,0.5193005858218065,0.1369905025086122,24,21,90,150
0.5401554310596417,0.4679958462250299,0.1335904087700347,24,20,91,150
0.49781291464715927,0.45882947583309874,0.07830941638324364,24,21,92,150
0.5552258594424415,0.4740792692266157,0.1461505958986012,24,20,93,150
0.5013366000430102,0.4042660339000583,0.19362353782792663,24,20,94,150
0.5344292251546574,0.4885888960761432,0.08577436809382677,24,20,95,150
0.4769275636053098,0.4024298200115151,0.15620347675154853,24,21,96,150
0.5364609118976453,0.516592645231868,0.03703581421337205,24,20,97,150
0.5066101719811377,0.4682504940589408,0.07571833343217017,24,20,98,150
0.5142376241514514,0.4781019780705235,0.07027032714799045,24,19,99,150
0.5371798885930322,0.5075395916874311,0.05517759978549124,24,21,100,150
0.589386207196482,0.5429986467965867,0.07870486250525921,24,20,101,150
0.5733555225565288,0.5050921588154714,0.11905939867236051,24,19,102,150
0.5490971573267982,0.48553105133014185,0.11576476976518862,24,20,103,150
0.5004903005602591,0.44731050823833063,0.10625539048888247,24,20,104,150
0.5727865014062665,0.5226980051817302,0.08744706116775186,24,20,105,150
0.4772404806811492,0.4337930099860427,0.09103894672366311,24,20,106,150
0.6059785391818323,0.5442278631588848,0.1019024140794173,24,20,107,150
0.5335999361635344,0.4579835782860421,0.14170983306549326,24,20,108,150
0.5452469906438904,0.4721378839005117,0.13408438377081738,24,20,109,150
0.5559610974357236,0.5121672839451596,0.07877136312694456,24,20,110,150
0.548706072205273,0.4433753575249538,0.19196199935785405,24,21,111,150
0.56139723569919,0.5287808097090865,0.05809865798409482,24,21,112,150
0.5305973280442039,0.4351438255856788,0.17989819664258255,24,19,113,150
0.5608346554499769,0.5074916638782455,0.09511357947188993,24,20,114,150
0.5244859588035535,0.4644822975242823,0.11440470478208867,24,20,115,150
0.5462401558696894,0.5015961675036676,0.08172959802807324,24,19,116,150
0.5286825947738208,0.4776040223711702,0.09661481748704605,24,21,117,150
