gauge_id,raw_residual_sq,raw_n_bins,de_residual_sq,de_n_bins,ar1_residual_de_reduction,archive
01013500,2.440579016080426,24,1.2354705793653822,18,0.49377972553842975,CAMELS-US
01022500,0.9716957484880177,24,0.9791787230853112,16,-0.007700944054697345,CAMELS-US
01030500,5.671285466217827,24,4.304154397698418,18,0.24106193854338764,CAMELS-US
01031500,0.04710187025697809,24,0.1633452669501046,14,-2.4679146721547682,CAMELS-US
01047000,0.0156186266986379,24,0.08178554303065518,14,-4.236410640238152,CAMELS-US
01052500,0.2837148646773305,24,0.8319316623015597,12,-1.9322808420620374,CAMELS-US
01054200,0.21420468876628973,24,0.0025424525284567004,10,0.9881307335376274,CAMELS-US
01055000,0.12502639088522202,24,0.0037100369734185666,12,0.9703259692041779,CAMELS-US
01057000,0.01628485317981339,24,0.09437367283362393,14,-4.795181067435658,CAMELS-US
01073000,0.030369345009502075,24,0.12390516372460982,14,-3.0799419179386947,CAMELS-US
01078000,0.9704072808518518,24,1.641026427648736,14,-0.6910697807297934,CAMELS-US
01118300,0.030657150267483016,24,0.015535862074044992,16,0.49323854505409315,CAMELS-US
01121000,0.070492809426569,24,0.02000687096326235,15,0.716185648919226,CAMELS-US
01123000,0.04840070070939002,24,0.02559135375206996,16,0.47126067645741565,CAMELS-US
01134500,0.2129608299492988,24,0.6876358224589095,12,-2.228930985208032,CAMELS-US
01137500,0.06254200660053207,24,0.027885404420602996,12,0.554133198848056,CAMELS-US
01139000,0.003933880696893628,24,0.03191876526700713,18,-7.1138112023101385,CAMELS-US
01139800,0.2973361444690477,24,0.5691741594918341,18,-0.9142447700336156,CAMELS-US
01142500,0.0995182056445937,24,0.18824015584370749,18,-0.8915147698297914,CAMELS-US
01144000,0.010259671488755081,24,0.02570460103163872,17,-1.5054019575394553,CAMELS-US
01162500,0.7895175246181473,24,0.9879470575855427,16,-0.2513301184332375,CAMELS-US
01169000,0.17537010109673057,24,0.08880020978205488,15,0.4936411097061836,CAMELS-US
01170100,0.16666420425262526,24,0.13737964234287664,16,0.17570996748263856,CAMELS-US
01181000,0.22504423035213442,24,0.05981968272321561,13,0.7341869967978574,CAMELS-US
01187300,0.16532654510304873,24,0.01927112878898921,13,0.8834359674244845,CAMELS-US
01195100,0.05137342819608035,24,0.019334083393806566,13,0.6236559623778095,CAMELS-US
01333000,0.03216764123090358,24,0.056778030582644,16,-0.7650666449269252,CAMELS-US
01350000,0.22740796966793128,24,0.055353521015346914,13,0.7565893530636768,CAMELS-US
01350080,0.17196761392492335,24,0.07237434458501998,14,0.5791396825647837,CAMELS-US
01350140,0.142999729589915,24,0.05344508527261248,14,0.6262574382072001,CAMELS-US
01365000,0.12939949212059212,24,0.1007122996388825,16,0.22169478420344169,CAMELS-US
01411300,0.6012301454698902,24,0.39313453592605735,18,0.3461163933840944,CAMELS-US
01413500,0.0834057233026344,24,0.04338637025486792,14,0.4798154306816311,CAMELS-US
01414500,0.10059959030437539,24,0.02320262358285621,13,0.7693566791608787,CAMELS-US
01415000,0.09939197036331987,24,0.05540151203494897,14,0.4425956962878097,CAMELS-US
01423000,0.031079786243581795,24,0.12375337194641685,14,-2.9817961094237844,CAMELS-US
01434025,0.26102617124516964,24,0.014036188043177548,11,0.9462268937393484,CAMELS-US
