gauge_id,tau_acf_q_days,frequency,frequency_cpd,de_q,beta_q,de_constant_tau,gauge_id_str,freq_key,beta_p,de_p,tau_acf_p_days,archive,forcing_product,beta_q_minus_p
10002,14.864900106972696,1.808449074074073e-07,0.0156249999999999,0.2322640641714482,0.5520211133268934,0.1566997283456349,10002,0.015625,0.20977391492240471,0.03669010824060981,2.3481669273990295,CAMELS-GB v2,CEH-GEAR,0.3422471984044887
10002,14.864900106972696,2.2605613425925906e-07,0.0195312499999999,0.2903300802143101,0.5838850627380813,0.1958746604320435,10002,0.01953125,0.22834515691667628,0.04586263530076225,2.3481669273990295,CAMELS-GB v2,CEH-GEAR,0.355539905821405
10002,14.864900106972696,2.71267361111111e-07,0.0234374999999999,0.3483960962571724,0.5747023096834646,0.2350495925184524,10002,0.0234375,0.19193679010072404,0.05503516236091473,2.3481669273990295,CAMELS-GB v2,CEH-GEAR,0.3827655195827405
10002,14.864900106972696,3.164785879629628e-07,0.0273437499999999,0.4064621123000344,0.6264642160749864,0.274224524604861,10002,0.02734375,0.21092952909642249,0.06420768942106717,2.3481669273990295,CAMELS-GB v2,CEH-GEAR,0.4155346869785639
10002,14.864900106972696,3.616898148148146e-07,0.0312499999999999,0.4645281283428965,0.6895209280255639,0.3133994566912698,10002,0.03125,0.22467573724422663,0.07338021648121965,2.3481669273990295,CAMELS-GB v2,CEH-GEAR,0.46484519078133724
10002,14.864900106972696,4.069010416666666e-07,0.03515625,0.5225941443857588,0.6878987364268139,0.3525743887776787,10002,0.03515625,0.2430294251343286,0.08255274354137213,2.3481669273990295,CAMELS-GB v2,CEH-GEAR,0.4448693112924853
10002,14.864900106972696,4.521122685185182e-07,0.0390624999999999,0.5806601604286205,0.6675351259364266,0.3917493208640872,10002,0.0390625,0.2517343834947735,0.09172527060152452,2.3481669273990295,CAMELS-GB v2,CEH-GEAR,0.4158007424416531
10002,14.864900106972696,4.973234953703703e-07,0.0429687499999999,0.638726176471483,0.6590578356490271,0.4309242529504962,10002,0.04296875,0.24630513755065023,0.10089779766167703,2.3481669273990295,CAMELS-GB v2,CEH-GEAR,0.4127526980983769
10002,14.864900106972696,5.425347222222221e-07,0.0468749999999999,0.696792192514345,0.6928324439039106,0.4700991850369049,10002,0.046875,0.2724714793201912,0.1100703247218295,2.3481669273990295,CAMELS-GB v2,CEH-GEAR,0.4203609645837194
10002,14.864900106972696,5.877459490740738e-07,0.0507812499999999,0.7548582085572069,0.7236170718205014,0.5092741171233135,10002,0.05078125,0.26456370644968275,0.11924285178198192,2.3481669273990295,CAMELS-GB v2,CEH-GEAR,0.45905336537081864
