axis,bin,n_gauges,coord_median,beta_median,beta_iqr,beta_variance
frequency_cpd,0,893,0.023437499999999903,0.9464039312422186,0.6303652050122243,0.3867420466522362
frequency_cpd,1,893,0.027343749999999892,0.981671272268962,0.6543228128660472,0.40048618651179085
frequency_cpd,2,893,0.0312499999999999,1.0094446213743031,0.6475972535107302,0.4208053111782888
frequency_cpd,3,893,0.03515625000000001,1.0656282717890044,0.7618144594289941,0.49063267825043083
frequency_cpd,4,893,0.040969095631646434,1.1245888363331782,0.795880382166863,0.4965385934023535
frequency_cpd,5,893,0.04687499999999991,1.2017451904952972,0.86758752537891,0.5331144293311028
frequency_cpd,6,893,0.05269819360637507,1.2610217577327876,0.8944811534624262,0.5305602241484499
frequency_cpd,7,893,0.06051536478449079,1.34488709783688,0.9701686454697627,0.5607725529538269
frequency_cpd,8,893,0.0683314675177183,1.4367069100548946,1.0463271860733123,0.5852335883999317
frequency_cpd,9,893,0.07812499999999989,1.5431622766371147,1.100581187478319,0.6015109275170963
frequency_cpd,10,893,0.08984374999999989,1.654943874926536,1.1441936754335817,0.6114815062785186
frequency_cpd,11,893,0.10156249999999989,1.7439481098023468,1.1542083683451385,0.6121274663138867
frequency_cpd,12,893,0.11521782190431734,1.8508030541126543,1.1598475927765208,0.6038433063513943
frequency_cpd,13,893,0.13084479862847048,1.9699957798207715,1.1698501702984045,0.5973587834866155
frequency_cpd,14,893,0.14843749999999978,2.031390135049594,1.135797064494028,0.5820977912819327
frequency_cpd,15,893,0.16796875,2.045611505427174,1.097600843094915,0.5536241407685811
frequency_cpd,16,893,0.18944305707784587,2.052050500925274,1.0806544174663997,0.5378868922785125
frequency_cpd,17,893,0.2148437499999999,2.065104840529239,1.0813173818623896,0.5422035100816507
frequency_cpd,18,893,0.24413281237499598,2.07817804610226,1.081227553783467,0.5469993675705385
frequency_cpd,19,893,0.2773437499999999,2.0828115509459884,1.08184459561585,0.550265819932593
frequency_cpd,20,893,0.3164062500000002,2.0784546354190145,1.0569492326591907,0.5495005992494586
frequency_cpd,21,893,0.3593749999999999,2.065909277897488,1.0764728581039087,0.5528907786492434
frequency_cpd,22,893,0.4062499999999999,2.073427080936512,1.0729900055634827,0.5567998339475817
frequency_cpd,23,893,0.4628865044647824,2.0381081030378576,1.0724890892065913,0.5551072813160565
de_eval,0,456,0.5601344477442386,0.9219765396248654,0.4359917190674564,0.14519236179855177
de_eval,1,516,0.6892300767395461,0.9624633737341004,0.49627874983581566,0.1811294965078923
de_eval,2,591,0.8495901649190882,1.025783618026579,0.5164597974227108,0.24283413033228607
de_eval,3,658,1.0487964164382686,1.068624145248075,0.6087494040392225,0.321862515131733
de_eval,4,723,1.293983440825365,1.144707322623995,0.7152679739502956,0.3781984346768624
de_eval,5,788,1.59970309204125,1.2191587815497262,0.7987653648271656,0.44412942332192173
de_eval,6,819,1.9694548168072994,1.3086506363554264,0.8678925600343379,0.5070610421446178
de_eval,7,831,2.430898291537376,1.4192676865055551,0.947276677637656,0.5493310531907135
de_eval,8,843,2.9972844720948935,1.5288977945621196,0.997822609123328,0.5823041386264851
de_eval,9,841,3.697579273875761,1.6677472663550033,1.0935978440802896,0.6000032217624832
de_eval,10,836,4.564310334744071,1.773707503585019,1.1096822107932032,0.5906930414630206
de_eval,11,818,5.627294576282999,1.8809602191107628,1.0727009555727351,0.5727100542490179
de_eval,12,789,6.9481478807794375,2.006377099231797,1.1011072186192832,0.5529631942234874
de_eval,13,748,8.556376777456489,2.0939054438074924,1.095657897456202,0.5337891552422014
de_eval,14,689,10.55220003417514,2.155005346391432,1.0560509053039664,0.5245865797094208
de_eval,15,621,12.99224493835996,2.217680713051948,1.0192295264492306,0.5079281416780587
de_eval,16,538,16.072807128843046,2.237353205699144,0.9801265713937981,0.4988035269871504
de_eval,17,469,19.798431598687078,2.2288022671260173,0.9619702772542251,0.507580752772969
de_eval,18,396,24.46421592367255,2.239306654129481,0.9025236602097004,0.4990190403792995
de_eval,19,336,30.085812356847896,2.270404619268458,0.921123948674412,0.4599207849803575
de_eval,20,261,37.124454014735996,2.2883118542275453,0.859800903913144,0.4385730908252789
de_eval,21,194,45.75714028757384,2.3399570380124146,0.865331958497515,0.4069359298516095
de_eval,22,134,56.15689823588331,2.3062764108139673,0.9052890786176551,0.4249215373464492
de_eval,23,90,69.23363660239133,2.231490489593593,0.8073778005881711,0.4180174019828369
